id,text
1610100141,"'Kazik won 1998 in accordance with rules which, although informal, have evolved, been in force and have been respected in this program for many years' - stressed in a letter to the radio director of the Triple-Tomasz Kowalczewski journalist Bartosz Gil station. According to radio staff, Gil was suspended from duty."
1484151046,Marshal Tomasz Grodzki is bitten by those who would like to create a more progressive force around Donald Tusk.
1583851335,Politicians of PiS and Lefts skeptical about the proposal of the head of PO Boris Budka.
1640219208,"""Gogglebox"" is one of the most popular TV shows in Poland. One of its heroes was recorded on the network."
1483925213,"At least four people died as a result of the floods in the capital of Indonesia Jakarta - reported the local crisis agency on Wednesday. In many places the agglomeration has cut the current, some railway connections are suspended, one airport is closed."
1484204739,The fireworks show in Dubai (view of Burj Khalifa). The United Arab Emirates welcomes New Year 2020!
1630765089,At 10:00 the Ministry of Health reported 108 infections and 8 deaths throughout the country.
1483929302,Jessica Enslow is the best example of the fact that a mother of several children can still realize her dreams. A 45-year-old girl has seven...
1584400874,"By accepting the crisis shield 2.0. government announced that self-employed people will be exempt from all contributions to the Social Security Office for March, April and May no matter..."
1595008306,"9 new cases of COVID-19 have been reported in our region in the last 24 hours, and we have two more people who have managed to overcome the disease."
1537336848,"On Monday, hospital staff in Italian Como noticed that a man who had been confirmed to have been infected with a coronavirus escaped from isolation. 71-year-old called a cab and went home."
1578766548,Many companies are facing restructuring not only economically but legally and judicially. It is now time to get to know it so that we can have this lifeboat at hand if necessary.
1502081357,"A dream holiday is not only an opportunity to explore, but also a rest. It is hard to imagine a better way to recharge your batteries for a whole year than to escape from a crowded city and relax in a hotel"
1483850996,The late police officers reported two pedestrian accidents last night.
1622131369,"According to a study carried out by the Lavender Centre on the last Saturday 30 May 2020, trust in Vladimir Putin fell in Russia to record low levels of 25% at the end of May."
1574391308,"Łukasz Szumowski published an important appeal to the citizens of our country. A recording appeared online, in which he addressed all Poles."
1483947637,The President of the Jewish GGW in Poland Klara Kołodziejska-Połtyn and the Chief Rabbi of Poland disagree with the words of Vladimir Putin about the Polish Ambassador in Berlin Józef Lipski.
1614673068,The incident happened Thursday night.
1637908127,Beijing wants to impose a controversial law.
1484320801,The owners of the first private bison breeding in Poland requested that three adult individuals be shot off. They claim that due to age and health...
1483859324,The future of Donald Tusk's political retirement will certainly be overshadowed by the whole opposition.
1483953973,"Language courses, universities, translations, exams, dance classes, driver's license, library, Matura - Nauka Service in Gdańsk, Gdynia and Sopot - Trojmiasto.pl"
1483872154,"There are increasing penalties for lack of OC. Now drivers really need to guard the validity of their policies. Otherwise, the penalty will realLY hit their pockets."
1587447574,The first plasma from the person who got sick with COVID-19 has already been taken in Bydgoszcz. Its use for treatment of patients with Coronavirus is likely to occur next week.
1483831803,Click and see more.
1513649255,It is a prize awarded by the weekly Network.
1483989128,"For 30 kilometers, Czchow's policemen chased a driver who didn't stop for routine control."
1606338644,The Ministry of Development has presented the assumptions of the next phase of defreeze the economy. From 18 May you will be able to use catering and services offered by the beauty industry ...
1511822302,"46 percent of voters believe that the finality of the impeachment procedure towards Donald Trump should be the removal of him from office - according to the NBC News and the Wall Street Journal poll. In turn, 49% think that trump should remain in office."
1525264802,"She is over 14 years old, homeless since August last year, and since then she is the saddest resident of the Szczecin animal hut, abandoned as unnecessary..."
1520972314,Contents: 1. Current Report2. MESSAGE (ENGLISH VERSION) 3. INFORMATION ON THE SUBMISSION4. SIGNATURES OF PERSONS REPRESENTING THE COMPANY THE COMMISSION OF FINANCIAL SUPERVISION Current report no. 12 / 2020 Date of production:...
1573083505,"Combat vehicles shall be protected against weapons of mass destruction, including biological weapons."
1483838407,"In 2020 independent Poland in a united Europe, well ruled, will strengthen its position. I trust that it will be the year of Polish victories, in which the word most frequently changed is ""success""..."
1579156711,Click and see more.
1485132058,"Citroen C5 Aircross tempts with an unusual appearance, and the manufacturer talks about a very comfortable suspension. What is the real French SUV? It was checked by Zachar Zawadzki."
1484057304,"The fire in Bytom was an extremely dramatic experience for many families. On the New Year's night in bytom the roof of the building on Mickiewicz Street was lit. A total of 13 people were evacuated, including two children. No one was hurt, but because of damage, one apartment was excluded from use. Probably the house roof ignited due to explosions of fireworks."
1483932731,The New Year's Eve of Dreams turned out to be a complete failure?
1483772272,"The opening of the exhibition by Paulina Tusk - We invite you to the opening exhibition of Pauline Tsk, a graduate in the Faculty of Painting at the Academy of Fine Arts in Gdansk.The artist gave birth to ..."
1556510689,"Emergency services, police, fire department, city guards, troops, border guards and Road Transport Inspections will be served at PKN Orlen fuel stations outside the order and will receive free of charge hot"
1610072930,"A suspended reporter of the Triples wrote a letter to the station director indicating that Tomasz Kowalczewski knew that ""the voting mechanism for the list is not ideal"" and that the letter was sent to all radio staff."
1483867298,"""Every violence given to a woman is a desecration of God,"" said Pope Francis during Wednesday's Mass in the Vatican. He said: ""after we treat the body of the woman, we recognize our level of humanity."""
1483892199,A drunken foreigner has been arrested in the case.
1484099389,"As of 1 January 2020, the salaries of the least-earned teachers will increase so that they do not earn less than the minimum wage, resulting from the Minister of National Education's Regulation on minimum rates of remuneration for teachers."
1483818110,"We should not be proud of the period of Sanation. The facts testify to this. Many of them I managed to collect in my publications Sławomir Suchodolski spoke in the program of National Media, author of a book ""How Sanctification Builded Socialism. "" What is a compliment to be compared to the sanitization introducing the authoritarian system? What kind of compliment is being compared with the formation that introduced censorship and ..."
1483839276,"U.S. President Donald Trump expressed his hope on Tuesday that North Korean leader Kim Jong Un would keep his word about the Denuklearisation of the Korean Peninsula. KIM previously stated that ""the world will soon see a new generation of strategic weapons."""
1610457527,Renata Piżanowska from the Podhale Specialist Hospital in Nowy Targ was fired after she was negative about the situation of the hospital in the days of Cortipinus.
1548314615,"The government closed the borders of the country, introducing a state of epidemic threat. Airlines cancel cruises from and to Poland. At Saturday's conference Prime Minister Morawiecki together with the head of LOT Paweł Milczarski presented a plan for the return of citizens from abroad."
1638659955,"Andrzej Duda and Rafał Trzaskowski align in the second round of the election, according to the latest survey for TVN and televisionN24. The study shows that if the presidential elections were held next Sunday, the president could count on 40% of votes. This means that a second tour would be needed in which [...]"
1483932523,New Year's Eve 2019 in Zakopane proved to be a huge success. Under the stage on Krupowa Plains and in front of TVs crowds gathered.
1484091826,"Mother warned this one of the biggest hits this year. During the performance of ""Give It Louder"" band, Polsat's viewers noticed a surprising detail."
1527655759,The prosecution presented 40-year-old female accused of killing less than two months of twins - said the prosecutor of the prosecution on Friday
1483924970,"Michał Szpak was one of the biggest New Year's Eve event organized in Chorzów by Polsat TV. As always the artist surprised with his outfits, but this time it was not his stylings that aroused the greatest controversy."
1519758618,44 new cases of coronavirus infection were found on the Japanese cruise ship Diamond Princess - reported the health ministry of Japan on Wednesday.
1490768311,"On Thursday 9 January, the British Chamber of Commons voted in favour of the draft law on the agreement to withdraw from the European Union. This paves the way for..."
1516918620,"In Bukowina Tatrzańska, in the area of the ski station in Rusinski Wierch, the roof fell on a group of people. Two people - mother and daughter - are dead."
1483799609,"""Lex Uber,"" i.e. the amendment of the Road Transport Act, entered into force at midnight. The new law aims to organize the taxi market and eliminate the grey zone in passenger transport. However, there are no regulations available so far, which makes it illegal to use applications such as ""Uber"" or ""Bolt."""
1483874442,An accident in the municipality of Laskowa in Małopolska. 32-year-old driver of Volkswagen Passat ran from police officers and lost control of the vehicle. The car hit the fence and the building.
1483994218,"The winner is one and stands on the box with number one, others don't count, writes on Onet.pl's journalist and journalist Eliza Michalik."
1509946630,"The author focuses on objects whose size is often unimaginable from the perspective of man. What are the mysteries of the cosmos? What object moves the fastest in the universe? Does the black hole have a bottom? Man is not an anatomical atlas, or a typical compendium of knowledge. It is rather an attempt to answer the question of where we are, who are we, and where do we go? Interviews about human evolution, about who we now are and about biocybernetics, that is about our future. In addition to interviews, as always in Thomas Rożek's positions, many illustrations, infographics explaining the most complex issues and examples, analogys and curiosity."
1556585555,At least a dozen priests are infected and are in hospitals or in home quarantine.
1487927890,"The only dish on the Internet that hasn't eaten yet is fresh, appetizing memes, and without them, reality would be indigestible."
1494822940,"In connection with the attempt, as the Russian party claims, to forge historical truth, Moscow plans to submit a motion for a resolution to the Council of Europe..."
1577243950,"In the latest issue of the Sicilian weekly, we can read about a dangerous opposition plan, which, of course, is about creating social chaos, so that the presidential elections in May, but not from"
1528145466,"An aggressive man first verbally insulted Lech Wałęsa and then attacked Adam Dominski, the head of the former president's institute. The attacker pushed the man, then punched him in the face."
1483846060,"The minimum salary in 2020 will increase by 350 PLN gross (by 15.6 percent). How will this translate into the gross and net minimum wage from 1 January 2020? Below are the calculations and the most important information on the ""lowest national"" salary and lowest hourly rate."
1603165026,"Maciej Musiałowski uses nice weather, grilling shrimps and asparagus in the open air. We have checked how to make a similar dish."
1556181596,Sławomir Mentzen informed about the establishment of a business union. The founding documents of the Polish Business Congress were already submitted in December.
1483865043,New Year's Eve began with a bang.
1503179644,"It seemed that investors would use the pretext of the Chinese virus to make profits, but in the second half of day American indices began to recover."
1573744336,"Kasia Tusk has her social media profiles strongly encourages her not to leave the house. She follows these recommendations herself and tries to motivate her observers. This time she showed breakfast,"
1588668180,The anti-crisis shield allows for exemption from contributions paid to the Social Insurance Institution. It is necessary to submit an application. The time for this is 30 June 2020.
1483898139,"This story shows how powerful the social media is, and thanks to the involvement of a dozen people, we've managed to get Zeus back to..."
1630250473,The man's been detained.
1483811989,"The amendment of the Road Transport Act, the so-called ""lex Uber,"" enters into force. The new law aims to organize the taxi market and eliminate the gray zone in passenger transport. It will not snatch the exam from the city's topography, and a taximeter can be replaced by an application."
1499021591,"She's a quiet old lady who is very distressed by hostel boxing. She is told about Mai by her present temporary carers, hoping that there will be a place for her in a loving and empathetic family..."
1586958605,"A few days ago, the Senate Marshal Tomasz Grodzki spoke of deadly envelopes."
1512485292,"Donuts are a great dessert, but they lose their freshness very quickly. However, there is a clever way to do this."
1483815039,"Tusk and his book ""Rate"" is a memoir of error. Written in the form of a diary of memory nothing to do with reality. See the Prime Minister's failures!"
1578248872,The unusual situation of the epidemic raises a lot of questions. Is it possible to impose a criminal mandate on baseless driving?
1608989040,"""The removal of Kazik's song from the list of Radio Triple hits is scandalous. Remember, the virus attacks the lungs, not common sense"" - tweeted Deputy Prime Minister Jadwiga Emilewicz."
1483937229,"During the meeting with the faithful in the New Year, Pope Francis referred to the incident that took place in St. Peter's Square. The Holy Father..."
1588493172,"In the last 24 hours in the United States, 1258 people have died from koravirus infection and this is the lowest daily death rate for almost three weeks - reported Johns Hopkins University in Baltimore on Friday. 51 017 people died since the beginning of the Covid-19 epidemic in USA."
1552629915,"If the elections take place on a planned spring date, they will be won by a pandemic, not by Andrzej Duda. And its effects will still hit the camp of the United Right."
1508883079,The Supreme Board of Control has decided to start the inspection of the health care system immediately. Controllers are to check that Poland is prepared...
1483925929,"France condemned violent demonstrations before the American embassy in Baghdad, which was declared by the French Minister of Defence Florence Parly. ""France strongly condemns"
1626522393,Madeleine McCann disappeared without a trace from a hotel room in Portugal in 2007. Finally there was a breakthrough in the investigation and a suspect was found.
1552910701,"Due to forced stay at home due to the crazy Coronavirus, many people are struggling with financial problems. The government intends to bridge the crisis in order to save jobs in companies that will remain"
1615441992,"The Ministry of Health informed about 90 new cases of coronavirus infection in Poland and another death. In total, tests have confirmed 21 thousand 336 infections of SARS-CoV-2 in the country. Since the beginning of the epidemic 996 people have died."
1603446710,"Since April 16th, there has been an order to cover mouth and nose. Already many companies sell original masks, and increasingly offer commemorative hoods."
1483934358,"This year, the square of John Paul II in Nysa will undergo a thorough reconstruction. The local magistrate presented a detailed concept of the forthcoming regeneration."
1609066502,Up to 2244 the number of mine workers whose research confirmed the infection with the koravirus is based on information collected in companies...
1574342144,Chamber of Press Publishers
1643621466,"The President of the parliament in eastern Libya, Aguila Saleh, stated that Egypt's military intervention in Libya ""would have been legal if terrorists and armed militias had crossed the red line"" appointed by the Egyptian President Abdel-Fattah el-Sisi."
1500317675,"Since the beginning of spring break on Polish roads, 652 accidents have occurred, in which 66 people were killed and 731 were wounded - reported Podinsp. Radosław Kobryś from the KGP Road Traffic Bureau. The worst in this regard was last Friday and Saturday. 24 people died in these days."
1513408499,The growing environmental awareness of consumers can be the biggest challenge for packaging manufacturers in Poland in the coming years - says the authors of the report  
1483887576,"In Grudziądz there was no open-air New Year's Eve party. However, the residents left before midnight to open sparkling wines, make wishes and fireworks. One of the numerous places visited was the Strzemęcinska cliff, which overlooks the centre of Grudziądziad."
1554159487,Click and see more.
1550573029,The 41-year-old miner who was buried in the Bobrek mine in Bytom on Monday was killed. The rescue operation lasted almost 10 hours. In the case of the victims there were also two other miners. They left the rubble of their own strength.
1602927447,Click and see more.
1483778306,"The real economy was fragile, but the price of financial assets was rising as on yeasts. In this context, 2019 was the essence of what we have seen in the previous 10 years."
1483941840,We Got This Covered. They found out that Harry Potter filmmakers will be filming the continuation of this fantastic story. The story of the film is based on events that took place 20 years later.
1483968690,"If we're still losing, and there's less and less of us, it means something is missing. And if others are still winning, then they have something that we miss. What are we missing most? Idea! Project."
1645403932,"We believe that in the new year we will return to traditional, stationary classes in schools. We are preparing for different variants so that we can return..."
1544997940,"Poland will be able to spend around a billion euros from the EU budget for the fight against the coronavirus. This preliminary estimate of the Polish government, informs Polish Radio."
1587631150,"The fifth day of forest and swamp fires began. FlyEye drones produced by a Polish company helped to locate the sources of fire. Previously, they were used in actions conducted in Ukraine. The flames in the exclusion zone around Chernobyl Nuclear Power Plant appeared on April 4."
1519669783,"The enemies of freedom love inaction, they want insanity. We cannot allow it. Here and now"
1556639256,Click and see more.
1599727013,"According to a report by UN experts from 800 to 1200 mercenaries employed by the so-called Wagner Group, he supports the offensive led by General Khalif Haftar to the capital of Tripoli, reports the Associated Press on Thursday."
1527143423,"On the 10th anniversary of the catastrophe, Smoleńsk should not be visited by anyone from the highest authorities - said former Minister of Foreign Affairs, Europresident PiS Witold Waszczykowski, in the Polish Times. In his opinion, the President and Prime Minister could be the victim of provocation."
1494608911,"Last year, the company sold over 6.2 million cars."
1513629262,"We have more expensive energy, but we also have elections, so that President Duda doesn't have to glow his eyes over expensive electricity, Minister Sasin has announced compensation, and we finally know how much they're gonna get and who's going to benefit."
1484142184,"In the municipality of Uścimów in Lublin region, a outbreak of avian influenza has been located. The virus is said to be very dangerous and can threaten people."
1548807915,"Hospitals in Italy's Lombardy, especially intensive care and resuscitation in connection with the spread of Coronavirus, reports doctors and local authorities on Sunday."
1603184449,"Russian specialists are behind a series of false bombing alarms during last year's prom exams. As the RMF FM investigative reporters found out, these are the first findings of Polish investigators investigating this online attack. Let us remind you that during the course of the exam, emails with threats reached almost 700 schools throughout Poland."
1629824328,"An Iranian citizen, who provided information to the US and Israeli intelligence services on the whereabouts of Iran's General Kasem Sulejmani in January, will soon be executed - he gave Iranan justice on Tuesday."
1636270984,"A policeman noticed a car driving a snake. It turned out that there was a 31-year-old woman behind the wheel, from whom alcohol was felt. She was tested with a breathalyzer, but the device lacked a scale. As it turns out, a woman had more than four promiles in her body."
1626612148,"Companies can appeal to national solidarity: we are an American company, we have a high unemployment rate, so let's hire in the United States. But it will not be rational from the point of view of global corporations."
1483941780,"Dariusz Joński announced that if Małgorzata Kidawa-Błońska does not support most of the demands of his coalitionant, then the IPL will recommend to President Barbara Nowacka."
1562907223,"Between Sunday and Monday, the number of deaths caused by COVID-19 increased in Spain by 812 - to 7340 - and informed the health ministry of the country."
1483917384,"The Manifesto who protested before the United States embassy in Baghdad withdrew - reported to the Iraqi military on Wednesday. Previously, the Americans..."
1604447642,"On Wednesday, Prime Minister Mateusz Morawiecki and Minister of Health Łukasz Szumowski are to announce the introduction of the third stage of mitigation of restrictions and defrosting the economy in Poland."
1483941834,"The Russian Embassy in Sweden referred to the delusional statement by Anders Igman, Minister of Energy and Information Technology, about the Russian trolls."
1547456142,"The parish churches in Rome will be opened - announced the papal vicar for the capital diocese of Cardinal Angelo De Donatis on Friday. Thus he changed his regulation from the previous day, on which he recommended closing all churches because of Cortipinus."
1540973725,The 5th National Media Council has already received 4 votes in favour of Jack Kurski's cancellation.
1483823628,Click and see more.
1483772381,"Language courses, universities, translations, exams, dance classes, driver's license, library, Matura - Nauka Service in Gdańsk, Gdynia and Sopot - Trojmiasto.pl"
1518001400,"The State Election Commission registered two first election committees yesterday: Władysława Kosiniak-Kamysza (PSL) and Krzysztof Bosak (Confederation). On the same day, the necessary documents were sent to the PKW for registration of the following committees: Małgorzata Kidawa-Błońska (PO), and the candidate of independent Szymon Hołowni."
1538183125,"All about Paweł Light in PolskieRadio.pl. Latest information, music, culture, science, history. Pawel Light"
1483772389,Wyspa Ożywisów. The opening of the exhibition by Wojciech Kołyszko - Gdański Archipelago of Culture The island of Treasure invites you to the opening exhibition of narrative posters by Wojciecha Koliszka The Island of Ozyważów10 January ...
1537317016,"A 71-year-old coronavirus-infected man escaped from a hospital in Como, northern Italy, and took a taxi home in the Bergamo area - reported the Lombardy media on Tuesday."
1529637057,"Donald Tusk in Bialystok did not change his words. In harsh words he criticized the Law and Justice and the President. Andrzej Duda ""does not have the courage or character"" to veto the bill,"
1548186891,Coronavirus' mortality in Italy is 5.8% - reported by the National Institute of Health. The average age of the deceased is over 80 years and is 15 years older than that of all infected patients. Women account for 28% of everyone who died.
1484350179,"The number of fatalities in the capital of Indonesia, Jakarta, has increased to 21, reports the authorities on Thursday. More than 31 thousand people have been evacuated from the city, power supply has been cut off in many districts, communications are paralyzed."
1647195207,"Just after 9:00 p.m., the first polling results of the presidential election were reported, and we already know who will face the second round, which will take place on 12 July."
1618303737,The new SE.pl presidential poll shows that the second round of the fight for the Namiestnikowski Palace will take place between Andrzej Duda and Rafał Trzaskowski.
1502416604,"In the Senate, a petition committee is to be set up, and its chairman is Lydia Staron, head of the Independent Senators' Circle. This candidacy raises a lot of controversy among the opposition."
1589989148,In the Senate there is a consultation on the bill on correspondence voting.
1596600173,"The Ministry of Health reported that on Monday, the number of reported infections with the coronavirus increased by 313 and 20 patients died within the last 24 hours."
1563341781,A beautiful gesture of Quebonafide. Natalia Szroeder's boyfriend started working with the auction portal Allegro. A special film appeared on the web on this occasion.
1563008980,"It must be said to the public that it is very difficult and it will take a while, maybe 3-4 months - says Maciej Formanowicz, President of Forte, guest of the program Michał Niewniszaski."
1487079608,In many parts of the world there is a terrible climate of tension - said Pope Francis during a meeting with the Vatican faithful on Sunday. He called for...
1640201402,"GIS updated its guidelines, the case concerns thousands of Poles. It was just announced that the decision was changed."
1597013708,That's what President Andrzej Duda said about the rumor of his supposed resignation.
1568617752,"We have information that unfortunately some infectious hospitals for patients with COVID-19 are already filling up, said Waldemar Kraska..."
1578760735,"The figures presented on the scale of the epidemic in Italy ""are not real"" - said Professor Roberto Burioni. In his opinion, a large sample of population needs to be examined to obtain true data and, as he added, ""do not wander in darkness."""
1484275094,"Monday, the night before last December was extremely attractive to photographers. The sky in the west of our country took red shades. Internet flooded a wave of amazing pictures."
1483831806,Click and see more.
1512485294,"Home tricks can work better than not one cure, and that way you can get rid of the cold in seconds."
1488420571,"Medical paramedics from Kalisz (Wielkopolska War) did not get to the hospital on time with the pregnant woman. The baby was born in an ambulance. Both mom and girl feel good. Experienced rescuers emphasize that it was a ""special duty"" for them."
1553776307,"""Remember now and every month. Without this help, we are in danger of shutting down the Radio Maryja and Television Trwam"" - asks Fr Tadeusz Rydzyk. Redemptorist asks for the support of the media he founded ""in serious"
1483798039,Click and see more.
1569160450,"Teachers from TVP programs have become the object of mocking for numerous mistakes in lessons. Now they claim they are rusty, and TV has not prepared them for"
1483902465,Marek Jędraszewski celebrated the New Year's Mass in the Basilica of Krakow. - The true ecological conversion begins with our sonship towards God - said the clergyman.
1483898166,"On 1 January, on the New Year, the Catholic Church celebrates the celebration of the Holy Mother of God. Do the faithful have an obligation to participate this day in..."
1643264607,Click and see more.
1579115547,"A regulation has been published in the Official Journal, which clarifies the provisions on the obligation to cover mouth and nose in public places in connection with..."
1610573128,"The country. The scandal connected with the removal of Kazik's song from the list of hits of the Third Polish Radio program is not silent. This was commented even by Deputy Prime Minister Jadwiga Emilewicz. - PiS privatized public media, started censoring. It is a level of calisthenicism, which is significant for the failing regimes - said at the press conference before the radio Trojka, the candidate for President Simon Hołownia. Voice of outrage..."
1483911345,"The year 2020 brings another tightening of the Sunday trade ban. As long as in 2019 we were able to do more shopping on 15 Sundays, now will be their..."
1600790579,"On Friday, May 8th, a protest took place near the border crossing of Świnoujście-Ahlbeck. West Pomeranian hotels demand the restoration of full-scale facilities and the opening of borders for"
1624234698,"The TVN Facts were the most popular news journal in May. However, the TVP News was just behind them."
1630095797,"In Poland, there are 31 deaths caused by the coronavirus, based on data published on Tuesday by Ministry of Health."
1483745349,Roxana Węgiel decided to repeat Sławomir's maneuver from last year. A teen star appeared at two New Year Eve events and earned a fortune.
1545086757,"The World Health Organization (WHO) has announced a pandemic of a new type of COVID-19 Coronavirus in the world, said the CEO of Tedros Adhanom on Wednesday..."
1597478878,"P4 - Play network operator and subsidiary of play communications - submitted an application to the Office for Competition and Consumer Protection (UOKiK) concerning the acquisition of 100% of Virgin Mobile Polska shares, the Authority informed."
1486182293,"The capital police stopped Renault on New Year's Eve, driving on Polynesian St. in Warsaw Ursynów. Uniforms thought that the driver behaved strangely. At the sight of patrol he stopped. Then he moved very slowly. After searching the car and apartment of a 38-year-old turned out to have a lot to hide."
1545046412,"Coronavirus epidemic: Another patient in a severe condition was hospitalized in ICU. Corritotus in Poland causes new diseases, how many are infected?"
1483872159,Fights and fights are the main reasons for police intervention during New Year's Eve in Zakopane. During the security of the New Years' Dream event from TVP no major events were reported.
1604407932,"From 1 July Ryanair wants to perform 40 percent of the flights so far, which means a thousand flights per day. - People are closed since mid-March. They really want to go away and experience some sunshine abroad . says Ryanair President Michael O'Leary in a conversation with the Reuter agency. We also informed about special security measures related to the COVID-19 pandemic."
1483831128,"Yesterday's riots around the american embassy in Baghdad have dwindled in the evening, but they've been intensifying since this morning. Hundreds of Iran-supported demonstrators invaded the diplomatic area of the capital city of Iraq on Tuesday but have failed to get to the building. The US Ambassador and personnel have been evacuated and only Iraqi security and American soldiers have left the site. "
